target_id,account_id,campaign_id,first_target_at,month,recommended_channel,priority,borrower_id,dpd,risk_segment,loan_type,outstanding_amount,timezone,campaign_name,channel,strategy_version,dpd_band,targeting_events,cohort_recovered_amount,cohort_payment_count,recovered_amount,payment_count,recovered
TGT0010085,ACC0015292,CMP0000014,2026-05-13,2026-05,WHATSAPP,1,BRW0011713,60,NPA,PERSONAL,13009.54,Asia/Kolkata,NPA_RECOVERY,SMS,v1,31-60,1,0.0,0.0,0.0,0.0,False
TGT0022193,ACC0015297,CMP0000066,2026-05-27,2026-05,VOICE,8,BRW0008845,75,MEDIUM,CREDIT_CARD,583391.39,Asia/Kolkata,60DPD_INTENT,WHATSAPP,v2,61-90,2,0.0,0.0,0.0,0.0,False
TGT0043693,ACC0015301,CMP0000055,2026-05-22,2026-05,FIELD,9,BRW0009583,90,MEDIUM,AUTO,432446.73,Asia/Kolkata,BOUNCE,MIXED,v3,61-90,1,52822.7,1.0,0.0,0.0,False
TGT0030302,ACC0015306,CMP0000091,2026-05-02,2026-05,FIELD,8,BRW0009672,1,LOW,PERSONAL,297846.93,Asia/Dubai,DIGITAL_FOLLOWUP,VOICE,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0014591,ACC0015310,CMP0000016,2026-05-13,2026-05,VOICE,6,BRW0003881,120,LOW,AUTO,194590.01,Asia/Dubai,NPA_RECOVERY,MIXED,v1,91+,2,0.0,0.0,0.0,0.0,False
TGT0028375,ACC0015317,CMP0000004,2026-05-11,2026-05,FIELD,6,BRW0005912,180,LOW,CREDIT_CARD,313863.24,Asia/Dubai,BOUNCE,VOICE,legacy,91+,1,0.0,0.0,0.0,0.0,False
TGT0041117,ACC0015319,CMP0000038,2026-05-08,2026-05,VOICE,2,BRW0000644,0,LOW,BNPL,168612.5,Asia/Kolkata,NPA_RECOVERY,FIELD,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0030133,ACC0015320,CMP0000059,2026-05-25,2026-05,WHATSAPP,2,BRW0005245,15,NPA,CREDIT_CARD,455329.64,Asia/Dubai,30DPD_W1,MIXED,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0032591,ACC0015326,CMP0000030,2026-05-11,2026-05,FIELD,2,BRW0005987,1,NPA,AUTO,27178.67,UTC,30DPD_W1,SMS,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0034282,ACC0015332,CMP0000098,2026-05-07,2026-05,WHATSAPP,8,BRW0005092,60,MEDIUM,CREDIT_CARD,537121.63,UTC,DIGITAL_FOLLOWUP,WHATSAPP,legacy,31-60,1,0.0,0.0,0.0,0.0,False
TGT0012672,ACC0015343,CMP0000110,2026-05-21,2026-05,SMS,3,BRW0001455,15,MEDIUM,AUTO,99085.21,UTC,DIGITAL_FOLLOWUP,VOICE,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0029739,ACC0015347,CMP0000030,2026-05-12,2026-05,FIELD,10,BRW0005083,1,MEDIUM,AUTO,492859.35,Asia/Dubai,30DPD_W1,SMS,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0009089,ACC0015350,CMP0000079,2026-05-23,2026-05,FIELD,2,BRW0002504,60,NPA,BNPL,525972.75,Asia/Kolkata,NPA_RECOVERY,MIXED,legacy,31-60,1,54378.07,1.0,0.0,0.0,False
TGT0031295,ACC0015351,CMP0000075,2026-05-03,2026-05,WHATSAPP,10,BRW0011475,5,MEDIUM,BNPL,43350.36,Asia/Dubai,30DPD_W1,WHATSAPP,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0027917,ACC0015358,CMP0000108,2026-05-22,2026-05,WHATSAPP,1,BRW0009484,90,NPA,CONSUMER,107468.56,UTC,NPA_RECOVERY,VOICE,v3,61-90,1,0.0,0.0,0.0,0.0,False
TGT0035569,ACC0015360,CMP0000104,2026-05-16,2026-05,VOICE,2,BRW0002730,60,MEDIUM,PERSONAL,90506.29,Asia/Kolkata,30DPD_W1,FIELD,legacy,31-60,2,0.0,0.0,0.0,0.0,False
TGT0021867,ACC0015361,CMP0000091,2026-05-25,2026-05,SMS,4,BRW0010599,180,MEDIUM,BNPL,249496.29,Asia/Dubai,DIGITAL_FOLLOWUP,VOICE,v3,91+,1,0.0,0.0,0.0,0.0,False
TGT0027617,ACC0015363,CMP0000116,2026-05-20,2026-05,FIELD,9,,90,LOW,BNPL,206634.32,UTC,DIGITAL_FOLLOWUP,VOICE,v1,61-90,1,0.0,0.0,0.0,0.0,False
TGT0034530,ACC0015370,CMP0000064,2026-05-27,2026-05,VOICE,3,BRW0011168,75,NPA,PERSONAL,4394.39,Asia/Kolkata,60DPD_INTENT,FIELD,v2,61-90,1,0.0,0.0,0.0,0.0,False
TGT0023834,ACC0015371,CMP0000023,2026-05-07,2026-05,WHATSAPP,2,BRW0005781,5,MEDIUM,CONSUMER,372460.08,Asia/Kolkata,BOUNCE,VOICE,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0002860,ACC0015376,CMP0000037,2026-05-06,2026-05,WHATSAPP,10,BRW0008436,1,NPA,BNPL,687514.1,Asia/Dubai,BOUNCE,SMS,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0017149,ACC0015382,CMP0000072,2026-05-18,2026-05,FIELD,2,BRW0010273,90,HIGH,PERSONAL,45327.45,UTC,30DPD_W1,WHATSAPP,v2,61-90,1,0.0,0.0,0.0,0.0,False
TGT0015568,ACC0015391,CMP0000062,2026-05-02,2026-05,WHATSAPP,3,BRW0011651,5,LOW,PERSONAL,544799.85,Asia/Dubai,NPA_RECOVERY,SMS,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0003183,ACC0015392,CMP0000019,2026-05-02,2026-05,VOICE,6,BRW0001616,60,NPA,BNPL,132139.99,UTC,NPA_RECOVERY,WHATSAPP,v1,31-60,1,0.0,0.0,0.0,0.0,False
TGT0012993,ACC0015393,CMP0000099,2026-05-25,2026-05,VOICE,8,BRW0003278,30,NPA,BNPL,38663.95,UTC,BOUNCE,WHATSAPP,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0023519,ACC0015394,CMP0000010,2026-05-02,2026-05,VOICE,8,BRW0003903,15,LOW,AUTO,76690.1,Asia/Dubai,30DPD_W1,FIELD,v1,0-30,1,0.0,0.0,0.0,0.0,False
TGT0014060,ACC0015410,CMP0000111,2026-05-19,2026-05,VOICE,8,BRW0011939,45,LOW,BNPL,454674.54,Asia/Kolkata,30DPD_W1,FIELD,v1,31-60,1,0.0,0.0,0.0,0.0,False
TGT0041108,ACC0015412,CMP0000097,2026-05-07,2026-05,SMS,10,BRW0006016,15,HIGH,CREDIT_CARD,367678.57,Asia/Kolkata,NPA_RECOVERY,MIXED,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0043317,ACC0015422,CMP0000106,2026-05-17,2026-05,WHATSAPP,1,BRW0008353,60,NPA,CONSUMER,646506.12,UTC,NPA_RECOVERY,SMS,v3,31-60,1,57093.63,1.0,57093.63,1.0,True
TGT0020092,ACC0015423,CMP0000117,2026-05-09,2026-05,FIELD,10,BRW0004524,120,LOW,BNPL,111567.33,UTC,BOUNCE,VOICE,v3,91+,1,0.0,0.0,0.0,0.0,False
TGT0040438,ACC0015431,CMP0000095,2026-05-31,2026-05,VOICE,6,BRW0003348,5,LOW,CONSUMER,599610.6,Asia/Kolkata,DIGITAL_FOLLOWUP,VOICE,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0038959,ACC0015432,CMP0000081,2026-05-19,2026-05,FIELD,7,BRW0000157,5,NPA,AUTO,303537.67,Asia/Dubai,DIGITAL_FOLLOWUP,WHATSAPP,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0037679,ACC0015434,CMP0000117,2026-05-21,2026-05,VOICE,7,BRW0006443,1,MEDIUM,CONSUMER,559961.39,UTC,BOUNCE,VOICE,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0030610,ACC0015436,CMP0000027,2026-05-24,2026-05,FIELD,6,BRW0011617,120,MEDIUM,AUTO,356628.88,UTC,BOUNCE,VOICE,legacy,91+,1,71312.8,1.0,0.0,0.0,False
TGT0038832,ACC0015447,CMP0000100,2026-05-19,2026-05,FIELD,8,BRW0011554,0,NPA,CREDIT_CARD,560748.32,Asia/Kolkata,BOUNCE,WHATSAPP,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0012772,ACC0015460,CMP0000011,2026-05-31,2026-05,VOICE,5,BRW0009125,15,LOW,PERSONAL,538675.86,UTC,NPA_RECOVERY,WHATSAPP,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0038661,ACC0015463,CMP0000030,2026-05-25,2026-05,VOICE,4,BRW0008529,45,MEDIUM,CREDIT_CARD,564481.32,Asia/Kolkata,30DPD_W1,SMS,v2,31-60,1,0.0,0.0,0.0,0.0,False
TGT0010017,ACC0015464,CMP0000012,2026-05-07,2026-05,SMS,3,BRW0011057,90,LOW,PERSONAL,230242.17,Asia/Kolkata,NPA_RECOVERY,WHATSAPP,v1,61-90,1,0.0,0.0,0.0,0.0,False
TGT0006224,ACC0015466,CMP0000090,2026-05-30,2026-05,VOICE,4,BRW0003290,45,LOW,AUTO,438728.52,UTC,30DPD_W1,FIELD,v2,31-60,1,0.0,0.0,0.0,0.0,False
TGT0006554,ACC0015468,CMP0000092,2026-05-10,2026-05,SMS,2,BRW0008890,30,HIGH,PERSONAL,240382.66,UTC,NPA_RECOVERY,SMS,v3,0-30,1,92356.83,1.0,92356.83,1.0,True
TGT0023422,ACC0015469,CMP0000110,2026-05-23,2026-05,VOICE,9,BRW0010895,15,MEDIUM,PERSONAL,438738.25,UTC,DIGITAL_FOLLOWUP,VOICE,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0032877,ACC0015476,CMP0000018,2026-05-25,2026-05,SMS,1,BRW0001748,120,LOW,CONSUMER,388730.76,UTC,60DPD_INTENT,SMS,legacy,91+,1,0.0,0.0,0.0,0.0,False
TGT0016051,ACC0015494,CMP0000046,2026-05-26,2026-05,WHATSAPP,4,BRW0002401,30,MEDIUM,PERSONAL,366670.36,UTC,BOUNCE,WHATSAPP,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0032359,ACC0015503,CMP0000116,2026-05-24,2026-05,WHATSAPP,8,BRW0002000,0,NPA,BNPL,274167.8,UTC,DIGITAL_FOLLOWUP,VOICE,v1,0-30,1,0.0,0.0,0.0,0.0,False
TGT0005575,ACC0015504,CMP0000108,2026-05-13,2026-05,FIELD,7,BRW0009003,15,HIGH,BNPL,82441.05,Asia/Kolkata,NPA_RECOVERY,VOICE,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0014593,ACC0015507,CMP0000036,2026-05-07,2026-05,SMS,4,BRW0001894,60,HIGH,CONSUMER,156305.45,UTC,30DPD_W1,SMS,v1,31-60,1,0.0,0.0,0.0,0.0,False
TGT0035523,ACC0015510,CMP0000045,2026-05-06,2026-05,SMS,6,BRW0001066,120,HIGH,PERSONAL,252051.12,Asia/Kolkata,30DPD_W1,VOICE,v2,91+,1,0.0,0.0,0.0,0.0,False
TGT0040846,ACC0015517,CMP0000010,2026-05-24,2026-05,VOICE,2,BRW0011022,120,HIGH,CREDIT_CARD,523322.27,Asia/Dubai,30DPD_W1,FIELD,v1,91+,1,0.0,0.0,0.0,0.0,False
TGT0024179,ACC0015525,CMP0000099,2026-05-02,2026-05,WHATSAPP,2,BRW0000367,60,NPA,CONSUMER,99520.88,UTC,BOUNCE,WHATSAPP,legacy,31-60,1,0.0,0.0,0.0,0.0,False
TGT0009189,ACC0015528,CMP0000111,2026-05-23,2026-05,VOICE,4,BRW0011818,45,LOW,AUTO,169887.12,Asia/Kolkata,30DPD_W1,FIELD,v1,31-60,1,0.0,0.0,0.0,0.0,False
TGT0024430,ACC0015531,CMP0000111,2026-05-05,2026-05,SMS,6,BRW0001213,1,HIGH,AUTO,170510.83,Asia/Dubai,30DPD_W1,FIELD,v1,0-30,1,108999.61,1.0,108999.61,1.0,True
TGT0026370,ACC0015535,CMP0000043,2026-05-12,2026-05,FIELD,1,BRW0003387,15,HIGH,CREDIT_CARD,410160.91,UTC,NPA_RECOVERY,WHATSAPP,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0014803,ACC0015537,CMP0000040,2026-05-09,2026-05,VOICE,10,BRW0000486,180,MEDIUM,CONSUMER,596755.18,Asia/Kolkata,DIGITAL_FOLLOWUP,FIELD,v1,91+,1,0.0,0.0,0.0,0.0,False
TGT0000074,ACC0015539,CMP0000119,2026-05-19,2026-05,SMS,3,BRW0010501,30,LOW,BNPL,537848.75,UTC,30DPD_W1,SMS,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0020720,ACC0015541,CMP0000107,2026-05-08,2026-05,VOICE,8,BRW0001766,15,LOW,CONSUMER,634016.35,Asia/Kolkata,DIGITAL_FOLLOWUP,SMS,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0020582,ACC0015544,CMP0000025,2026-05-31,2026-05,FIELD,7,BRW0008915,180,HIGH,CONSUMER,238611.21,UTC,30DPD_W1,FIELD,legacy,91+,1,0.0,0.0,0.0,0.0,False
TGT0024692,ACC0015545,CMP0000033,2026-05-11,2026-05,SMS,1,BRW0004759,1,MEDIUM,CONSUMER,208525.89,Asia/Dubai,DIGITAL_FOLLOWUP,WHATSAPP,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0008236,ACC0015549,CMP0000078,2026-05-30,2026-05,WHATSAPP,1,BRW0004014,90,MEDIUM,CONSUMER,218823.95,UTC,60DPD_INTENT,SMS,v2,61-90,1,0.0,0.0,0.0,0.0,False
TGT0013879,ACC0015560,CMP0000026,2026-05-18,2026-05,VOICE,10,BRW0004675,180,HIGH,AUTO,241270.9,UTC,30DPD_W1,FIELD,legacy,91+,1,0.0,0.0,0.0,0.0,False
TGT0002519,ACC0015573,CMP0000021,2026-05-02,2026-05,WHATSAPP,9,BRW0008797,45,LOW,CREDIT_CARD,582244.77,Asia/Kolkata,NPA_RECOVERY,FIELD,legacy,31-60,1,0.0,0.0,0.0,0.0,False
TGT0044523,ACC0015582,CMP0000057,2026-05-30,2026-05,SMS,2,BRW0000699,60,NPA,AUTO,273260.13,Asia/Kolkata,30DPD_W1,MIXED,v3,31-60,1,0.0,0.0,0.0,0.0,False
TGT0021459,ACC0015587,CMP0000015,2026-05-20,2026-05,VOICE,2,BRW0006896,180,MEDIUM,PERSONAL,507014.99,Asia/Dubai,DIGITAL_FOLLOWUP,FIELD,v3,91+,1,0.0,0.0,0.0,0.0,False
TGT0042402,ACC0015595,CMP0000057,2026-05-06,2026-05,SMS,2,BRW0006638,0,LOW,BNPL,305666.51,Asia/Kolkata,30DPD_W1,MIXED,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0009592,ACC0015605,CMP0000111,2026-05-27,2026-05,SMS,10,BRW0008667,120,LOW,AUTO,579001.25,Asia/Dubai,30DPD_W1,FIELD,v1,91+,1,0.0,0.0,0.0,0.0,False
TGT0042359,ACC0015616,CMP0000022,2026-05-01,2026-05,VOICE,5,BRW0005186,15,LOW,AUTO,682088.08,UTC,60DPD_INTENT,VOICE,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0003397,ACC0015619,CMP0000022,2026-05-09,2026-05,FIELD,6,BRW0009322,90,LOW,PERSONAL,692971.23,UTC,60DPD_INTENT,VOICE,v3,61-90,2,0.0,0.0,0.0,0.0,False
TGT0033419,ACC0015623,CMP0000094,2026-05-04,2026-05,SMS,2,BRW0003312,120,HIGH,BNPL,437610.7,UTC,60DPD_INTENT,WHATSAPP,v3,91+,1,0.0,0.0,0.0,0.0,False
TGT0037781,ACC0015625,CMP0000027,2026-05-15,2026-05,FIELD,9,BRW0011517,30,MEDIUM,BNPL,500714.93,Asia/Kolkata,BOUNCE,VOICE,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0036818,ACC0015628,CMP0000022,2026-05-05,2026-05,SMS,1,BRW0011591,45,LOW,AUTO,128999.16,Asia/Kolkata,60DPD_INTENT,VOICE,v3,31-60,1,0.0,0.0,0.0,0.0,False
TGT0037876,ACC0015631,CMP0000072,2026-05-07,2026-05,VOICE,1,BRW0004020,90,HIGH,PERSONAL,30540.79,Asia/Kolkata,30DPD_W1,WHATSAPP,v2,61-90,1,0.0,0.0,0.0,0.0,False
TGT0022606,ACC0015638,CMP0000092,2026-05-10,2026-05,VOICE,6,BRW0004530,45,HIGH,BNPL,493402.51,UTC,NPA_RECOVERY,SMS,v3,31-60,1,0.0,0.0,0.0,0.0,False
TGT0009564,ACC0015639,CMP0000087,2026-05-11,2026-05,FIELD,8,BRW0009938,90,MEDIUM,AUTO,142119.26,Asia/Dubai,60DPD_INTENT,SMS,legacy,61-90,1,0.0,0.0,0.0,0.0,False
TGT0000432,ACC0015640,CMP0000039,2026-05-24,2026-05,VOICE,5,BRW0010779,45,MEDIUM,AUTO,58875.34,UTC,DIGITAL_FOLLOWUP,SMS,v3,31-60,1,0.0,0.0,0.0,0.0,False
TGT0025450,ACC0015649,CMP0000022,2026-05-01,2026-05,FIELD,7,BRW0001844,120,LOW,CREDIT_CARD,562121.74,Asia/Kolkata,60DPD_INTENT,VOICE,v3,91+,1,0.0,0.0,0.0,0.0,False
TGT0021196,ACC0015650,CMP0000072,2026-05-18,2026-05,SMS,10,BRW0005358,30,NPA,CONSUMER,136621.43,UTC,30DPD_W1,WHATSAPP,v2,0-30,1,56469.38,1.0,56469.38,1.0,True
TGT0031756,ACC0015652,CMP0000093,2026-05-28,2026-05,SMS,6,BRW0004677,45,LOW,BNPL,644574.95,Asia/Dubai,60DPD_INTENT,SMS,legacy,31-60,1,92453.19,1.0,0.0,0.0,False
TGT0004049,ACC0015655,CMP0000098,2026-05-02,2026-05,SMS,1,BRW0003178,15,HIGH,CREDIT_CARD,26745.62,UTC,DIGITAL_FOLLOWUP,WHATSAPP,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0014453,ACC0015657,CMP0000096,2026-05-03,2026-05,WHATSAPP,1,BRW0011117,45,MEDIUM,AUTO,29469.34,UTC,DIGITAL_FOLLOWUP,WHATSAPP,legacy,31-60,2,0.0,0.0,0.0,0.0,False
TGT0030282,ACC0015666,CMP0000112,2026-05-06,2026-05,SMS,6,BRW0010915,60,HIGH,CONSUMER,7355.62,Asia/Kolkata,60DPD_INTENT,MIXED,v3,31-60,2,0.0,0.0,0.0,0.0,False
TGT0031479,ACC0015667,CMP0000002,2026-05-16,2026-05,VOICE,6,BRW0002685,1,NPA,CREDIT_CARD,339645.62,Asia/Kolkata,BOUNCE,MIXED,v2,0-30,1,3811.91,1.0,3811.91,1.0,True
TGT0021689,ACC0015673,CMP0000065,2026-05-10,2026-05,SMS,5,BRW0005249,90,LOW,CREDIT_CARD,586266.22,Asia/Kolkata,30DPD_W1,WHATSAPP,v3,61-90,1,0.0,0.0,0.0,0.0,False
TGT0015088,ACC0015684,CMP0000099,2026-05-01,2026-05,WHATSAPP,1,BRW0009472,1,NPA,PERSONAL,352958.42,UTC,BOUNCE,WHATSAPP,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0024951,ACC0015686,CMP0000081,2026-05-26,2026-05,FIELD,2,BRW0004233,1,HIGH,CREDIT_CARD,586868.2,UTC,DIGITAL_FOLLOWUP,WHATSAPP,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0002998,ACC0015690,CMP0000044,2026-05-29,2026-05,VOICE,7,BRW0007168,30,NPA,PERSONAL,440113.32,UTC,NPA_RECOVERY,SMS,v1,0-30,1,0.0,0.0,0.0,0.0,False
TGT0024306,ACC0015699,CMP0000106,2026-05-07,2026-05,FIELD,2,BRW0003479,180,HIGH,CREDIT_CARD,603755.76,UTC,NPA_RECOVERY,SMS,v3,91+,1,0.0,0.0,0.0,0.0,False
TGT0032338,ACC0015702,CMP0000114,2026-05-17,2026-05,WHATSAPP,4,BRW0001431,1,NPA,AUTO,230450.4,Asia/Kolkata,60DPD_INTENT,SMS,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0043436,ACC0015705,CMP0000027,2026-05-20,2026-05,WHATSAPP,9,BRW0002520,120,LOW,PERSONAL,443576.55,Asia/Kolkata,BOUNCE,VOICE,legacy,91+,1,0.0,0.0,0.0,0.0,False
TGT0026238,ACC0015707,CMP0000062,2026-05-15,2026-05,FIELD,8,BRW0003621,75,HIGH,PERSONAL,102849.1,Asia/Dubai,NPA_RECOVERY,SMS,legacy,61-90,1,0.0,0.0,0.0,0.0,False
TGT0013159,ACC0015716,CMP0000114,2026-05-10,2026-05,SMS,1,BRW0008180,0,NPA,AUTO,201191.82,Asia/Kolkata,60DPD_INTENT,SMS,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0022282,ACC0015719,CMP0000109,2026-05-30,2026-05,FIELD,9,BRW0008290,1,NPA,BNPL,90645.28,Asia/Dubai,NPA_RECOVERY,MIXED,v1,0-30,1,0.0,0.0,0.0,0.0,False
TGT0006190,ACC0015721,CMP0000025,2026-05-23,2026-05,WHATSAPP,5,BRW0001540,75,NPA,BNPL,585949.59,Asia/Dubai,30DPD_W1,FIELD,legacy,61-90,1,0.0,0.0,0.0,0.0,False
TGT0037882,ACC0015723,CMP0000097,2026-05-31,2026-05,SMS,6,BRW0001593,0,LOW,AUTO,324207.2,Asia/Kolkata,NPA_RECOVERY,MIXED,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0033678,ACC0015724,CMP0000012,2026-05-16,2026-05,SMS,4,BRW0004050,90,LOW,PERSONAL,235774.82,Asia/Dubai,NPA_RECOVERY,WHATSAPP,v1,61-90,1,0.0,0.0,0.0,0.0,False
TGT0041892,ACC0015725,CMP0000110,2026-05-26,2026-05,FIELD,10,BRW0007522,120,LOW,CONSUMER,330761.6,UTC,DIGITAL_FOLLOWUP,VOICE,v2,91+,2,0.0,0.0,0.0,0.0,False
TGT0005056,ACC0015732,CMP0000080,2026-05-25,2026-05,VOICE,2,BRW0007090,75,LOW,BNPL,420638.18,UTC,NPA_RECOVERY,WHATSAPP,legacy,61-90,1,0.0,0.0,0.0,0.0,False
TGT0005944,ACC0015733,CMP0000020,2026-05-11,2026-05,SMS,6,BRW0008005,60,HIGH,BNPL,639067.97,Asia/Kolkata,NPA_RECOVERY,WHATSAPP,v3,31-60,2,0.0,0.0,0.0,0.0,False
TGT0013728,ACC0015747,CMP0000026,2026-05-02,2026-05,SMS,2,BRW0004501,180,HIGH,AUTO,409133.95,UTC,30DPD_W1,FIELD,legacy,91+,1,0.0,0.0,0.0,0.0,False
TGT0040806,ACC0015750,CMP0000009,2026-05-26,2026-05,VOICE,5,BRW0001976,120,LOW,CREDIT_CARD,574465.64,Asia/Dubai,60DPD_INTENT,WHATSAPP,v1,91+,1,0.0,0.0,0.0,0.0,False
TGT0033232,ACC0015752,CMP0000017,2026-05-02,2026-05,FIELD,5,BRW0010958,1,NPA,AUTO,387752.45,UTC,NPA_RECOVERY,MIXED,v3,0-30,2,0.0,0.0,0.0,0.0,False
TGT0006295,ACC0015755,CMP0000082,2026-05-14,2026-05,VOICE,7,BRW0002367,120,NPA,CONSUMER,510662.39,Asia/Kolkata,DIGITAL_FOLLOWUP,MIXED,v2,91+,1,0.0,0.0,0.0,0.0,False
TGT0042331,ACC0015758,CMP0000002,2026-05-09,2026-05,FIELD,5,BRW0000874,0,HIGH,BNPL,25359.19,UTC,BOUNCE,MIXED,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0012938,ACC0015762,CMP0000038,2026-05-23,2026-05,VOICE,5,BRW0003707,180,LOW,BNPL,48239.84,UTC,NPA_RECOVERY,FIELD,v2,91+,1,0.0,0.0,0.0,0.0,False
TGT0003622,ACC0015767,CMP0000078,2026-05-03,2026-05,VOICE,1,BRW0003259,180,MEDIUM,BNPL,543040.1,Asia/Kolkata,60DPD_INTENT,SMS,v2,91+,3,0.0,0.0,0.0,0.0,False
TGT0043261,ACC0015768,CMP0000018,2026-05-18,2026-05,FIELD,8,BRW0007267,180,LOW,AUTO,696561.94,Asia/Kolkata,60DPD_INTENT,SMS,legacy,91+,1,0.0,0.0,0.0,0.0,False
TGT0013646,ACC0015776,CMP0000030,2026-05-09,2026-05,SMS,1,BRW0003740,120,MEDIUM,AUTO,559719.21,UTC,30DPD_W1,SMS,v2,91+,1,0.0,0.0,0.0,0.0,False
TGT0042926,ACC0015784,CMP0000104,2026-05-26,2026-05,SMS,8,BRW0010690,5,LOW,AUTO,686865.66,UTC,30DPD_W1,FIELD,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0007554,ACC0015786,CMP0000060,2026-05-01,2026-05,WHATSAPP,5,BRW0000829,0,LOW,AUTO,211287.11,Asia/Kolkata,30DPD_W1,SMS,v3,0-30,1,0.0,0.0,0.0,0.0,False
TGT0030845,ACC0015787,CMP0000070,2026-05-30,2026-05,FIELD,6,BRW0003293,5,LOW,PERSONAL,394808.85,UTC,60DPD_INTENT,WHATSAPP,v1,0-30,1,0.0,0.0,0.0,0.0,False
TGT0008537,ACC0015789,CMP0000115,2026-05-01,2026-05,FIELD,7,BRW0001328,75,LOW,CONSUMER,572734.85,UTC,BOUNCE,FIELD,v2,61-90,1,0.0,0.0,0.0,0.0,False
TGT0019985,ACC0015792,CMP0000024,2026-05-08,2026-05,WHATSAPP,1,BRW0010035,120,NPA,AUTO,217372.01,Asia/Dubai,NPA_RECOVERY,SMS,legacy,91+,1,0.0,0.0,0.0,0.0,False
TGT0042471,ACC0015804,CMP0000050,2026-05-29,2026-05,WHATSAPP,5,BRW0003597,90,MEDIUM,AUTO,209487.42,UTC,NPA_RECOVERY,SMS,v1,61-90,1,0.0,0.0,0.0,0.0,False
TGT0001327,ACC0015807,CMP0000041,2026-05-31,2026-05,FIELD,8,BRW0005334,45,HIGH,PERSONAL,628566.29,Asia/Dubai,30DPD_W1,SMS,legacy,31-60,1,0.0,0.0,0.0,0.0,False
TGT0004646,ACC0015813,CMP0000089,2026-05-13,2026-05,VOICE,9,BRW0006624,75,HIGH,BNPL,216570.54,Asia/Kolkata,DIGITAL_FOLLOWUP,WHATSAPP,legacy,61-90,1,0.0,0.0,0.0,0.0,False
TGT0034612,ACC0015814,CMP0000096,2026-05-01,2026-05,VOICE,7,BRW0008271,90,NPA,BNPL,459526.01,UTC,DIGITAL_FOLLOWUP,WHATSAPP,legacy,61-90,2,0.0,0.0,0.0,0.0,False
TGT0030000,ACC0015815,CMP0000021,2026-05-27,2026-05,SMS,1,BRW0004974,30,NPA,CONSUMER,2559.07,Asia/Dubai,NPA_RECOVERY,FIELD,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0002659,ACC0015816,CMP0000110,2026-05-05,2026-05,SMS,10,BRW0003713,5,NPA,PERSONAL,272577.85,Asia/Dubai,DIGITAL_FOLLOWUP,VOICE,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0025483,ACC0015818,CMP0000027,2026-05-11,2026-05,SMS,2,BRW0003479,1,LOW,BNPL,669124.13,Asia/Dubai,BOUNCE,VOICE,legacy,0-30,1,0.0,0.0,0.0,0.0,False
TGT0024484,ACC0015821,CMP0000037,2026-05-17,2026-05,SMS,6,BRW0007970,1,HIGH,PERSONAL,122844.88,Asia/Dubai,BOUNCE,SMS,v2,0-30,1,0.0,0.0,0.0,0.0,False
TGT0003401,ACC0015822,CMP0000075,2026-05-24,2026-05,SMS,4,BRW0002179,0,HIGH,CREDIT_CARD,524545.79,Asia/Kolkata,30DPD_W1,WHATSAPP,v3,0-30,1,0.0,0.0,0.0,0.0,False
