agent_id,employee_code,team,vendor_id,joined_at,canonical_agent_id
AGT0000646,EMP00697,T2,VND0000006,2024-04-03 06:11:57,AGT0000646
AGT0000647,EMP00468,T1,VND0000012,2025-06-22 11:41:23,AGT0000512
AGT0000648,EMP01071,FIELD,VND0000005,2025-09-03 08:38:03,AGT0000648
AGT0000649,EMP00472,FIELD,VND0000003,2025-03-28 23:53:53,AGT0000649
AGT0000650,EMP00753,T1,VND0000003,2025-01-14 16:09:25,AGT0000650
AGT0000651,EMP00787,T2,VND0000014,2024-12-23 22:12:54,AGT0000085
AGT0000652,EMP00050,DIGITAL,VND0000003,2024-04-07 10:14:44,AGT0000652
AGT0000653,EMP00256,T1,VND0000015,2025-05-31 02:00:10,AGT0000653
AGT0000654,EMP00877,T1,VND0000009,2025-04-25 04:02:26,AGT0000799
AGT0000655,EMP00666,T1,VND0000013,2024-01-15 21:55:10,AGT0000655
AGT0000656,EMP00314,DIGITAL,VND0000013,2025-03-23 17:48:04,AGT0000656
AGT0000657,EMP00381,FIELD,VND0000005,2025-08-20 23:21:07,AGT0000657
AGT0000658,EMP00525,FIELD,VND0000004,2025-05-09 13:34:18,AGT0000969
AGT0000659,EMP00640,T2,VND0000008,2024-04-08 03:05:15,AGT0000659
AGT0000660,EMP00990,T1,VND0000009,2025-08-26 12:26:19,AGT0000660
AGT0000661,EMP00397,T3,VND0000002,2024-07-22 08:07:15,AGT0000661
AGT0000662,EMP00624,T1,VND0000006,2025-02-27 11:27:04,AGT0000253
AGT0000663,EMP00752,T3,VND0000005,2025-07-13 07:52:14,AGT0000465
AGT0000664,EMP00890,FIELD,VND0000012,2024-08-19 20:01:42,AGT0000664
AGT0000665,EMP00445,DIGITAL,VND0000008,2025-05-12 22:39:01,AGT0000665
AGT0000666,EMP00020,T3,VND0000012,2024-12-08 02:16:03,AGT0000248
AGT0000667,EMP00002,T1,VND0000007,2024-12-21 20:33:19,AGT0000667
AGT0000668,EMP00623,FIELD,VND0000013,2024-09-17 05:51:54,AGT0000668
AGT0000669,EMP01019,T2,VND0000013,2025-09-29 04:32:56,AGT0000896
AGT0000670,EMP00522,T1,VND0000010,2025-06-08 14:13:06,AGT0000739
AGT0000671,EMP00748,T2,VND0000014,2025-09-30 16:40:31,AGT0000638
AGT0000672,EMP00493,T1,VND0000001,2025-05-18 07:39:14,AGT0000672
AGT0000673,EMP00520,T3,VND0000009,2024-03-27 22:48:42,AGT0000673
AGT0000674,EMP00250,FIELD,VND0000008,2024-05-08 09:15:53,AGT0000674
AGT0000675,EMP00466,T1,VND0000013,2024-09-22 20:48:31,AGT0000675
AGT0000676,EMP00726,DIGITAL,VND0000007,2025-07-22 10:25:30,AGT0000291
AGT0000677,EMP00077,DIGITAL,VND0000011,2024-01-14 09:06:07,AGT0000677
AGT0000678,EMP00797,T2,VND0000001,2025-01-08 08:12:17,AGT0000678
AGT0000679,EMP00773,DIGITAL,VND0000001,2025-03-29 11:11:07,AGT0000679
AGT0000680,EMP00706,T3,VND0000010,2024-01-03 10:05:10,AGT0000680
AGT0000681,EMP00463,FIELD,VND0000010,2025-10-17 12:47:12,AGT0000681
AGT0000682,EMP00088,T1,VND0000014,2025-08-14 07:57:43,AGT0000929
AGT0000683,EMP01008,T2,VND0000009,2024-06-08 00:03:23,AGT0000683
AGT0000684,EMP00952,T1,VND0000014,2024-01-24 09:46:16,AGT0000684
AGT0000685,EMP00576,T3,VND0000004,2025-11-03 22:47:24,AGT0000685
AGT0000686,EMP00833,DIGITAL,VND0000011,2025-10-21 09:14:47,AGT0000686
AGT0000687,EMP00953,FIELD,VND0000004,2025-08-21 08:32:09,AGT0000687
AGT0000688,EMP00578,T3,VND0000005,2025-01-26 14:19:02,AGT0000688
AGT0000689,EMP00160,T1,VND0000003,2025-02-02 19:39:54,AGT0000035
AGT0000690,EMP00568,FIELD,VND0000014,2025-06-14 23:59:47,AGT0000690
AGT0000691,EMP00188,DIGITAL,VND0000006,2024-08-25 01:52:46,AGT0000691
AGT0000692,EMP00676,T3,VND0000012,2025-03-11 11:25:39,AGT0000381
AGT0000693,EMP00321,T2,VND0000015,2025-11-03 07:50:16,AGT0000693
AGT0000694,EMP00029,DIGITAL,VND0000009,2025-04-01 01:11:46,AGT0000694
AGT0000695,EMP01061,T1,VND0000003,2024-04-07 12:33:29,AGT0000695
AGT0000696,EMP00173,DIGITAL,VND0000003,2024-10-31 13:13:34,AGT0000696
AGT0000697,EMP00823,T1,VND0000008,2025-06-12 20:42:23,AGT0000811
AGT0000698,EMP00190,T2,VND0000008,2024-06-30 04:11:36,AGT0000698
AGT0000699,EMP01005,DIGITAL,VND0000005,2024-03-08 10:49:11,AGT0000699
AGT0000700,EMP00469,T1,VND0000009,2025-09-23 02:30:52,AGT0000352
AGT0000701,EMP00004,DIGITAL,VND0000013,2025-03-07 05:28:57,AGT0000701
AGT0000702,EMP00366,DIGITAL,VND0000006,2025-08-24 14:17:54,AGT0000951
AGT0000703,EMP00697,FIELD,VND0000006,2025-01-14 07:50:31,AGT0000646
AGT0000704,EMP00214,T3,VND0000013,2025-10-16 23:38:56,AGT0000704
AGT0000705,EMP00087,FIELD,VND0000013,2024-12-10 23:22:48,AGT0000716
AGT0000706,EMP00441,DIGITAL,VND0000015,2024-07-30 08:36:11,AGT0000706
AGT0000707,EMP00073,T3,VND0000001,2025-01-30 07:15:37,AGT0000707
AGT0000708,EMP00632,T3,VND0000002,2024-06-18 09:24:57,AGT0000417
AGT0000709,EMP00808,T1,VND0000015,2024-03-06 04:49:49,AGT0000709
AGT0000710,EMP00318,FIELD,VND0000002,2025-07-04 21:22:42,AGT0000710
AGT0000711,EMP00161,T1,VND0000007,2024-04-19 22:12:07,AGT0000711
AGT0000712,EMP00970,T2,VND0000014,2025-03-29 01:42:07,AGT0000237
AGT0000713,EMP00710,T1,VND0000014,2024-04-27 07:27:10,AGT0000713
AGT0000714,EMP01059,T2,VND0000010,2024-05-19 00:15:53,AGT0000714
AGT0000715,EMP00977,T3,VND0000014,2025-10-28 07:06:35,AGT0000109
AGT0000716,EMP00087,FIELD,VND0000014,2024-08-31 18:24:16,AGT0000716
AGT0000717,EMP00515,DIGITAL,VND0000012,2024-04-18 17:22:07,AGT0000717
AGT0000718,EMP00454,T2,VND0000008,2025-02-10 11:07:50,AGT0000718
AGT0000719,EMP00298,FIELD,VND0000011,2025-05-13 14:51:36,AGT0000895
AGT0000720,EMP00349,T3,VND0000008,2025-03-14 20:12:06,AGT0000720
AGT0000721,EMP00558,T3,VND0000015,2024-04-15 10:33:42,AGT0000721
AGT0000722,EMP00263,T2,VND0000004,2024-07-30 01:27:46,AGT0000722
AGT0000723,EMP00570,FIELD,VND0000007,2024-10-09 18:25:40,AGT0000874
AGT0000724,EMP00921,T2,VND0000013,2024-07-13 20:47:24,AGT0000724
AGT0000725,EMP00110,T3,VND0000012,2025-06-25 02:42:26,AGT0000725
AGT0000726,EMP00429,T3,VND0000007,2025-11-26 23:44:57,AGT0000440
AGT0000727,EMP00116,T1,VND0000007,2025-02-17 21:07:48,AGT0000727
AGT0000728,EMP00547,T1,VND0000009,2024-06-18 00:40:16,AGT0000728
AGT0000729,EMP00526,FIELD,VND0000010,2025-09-02 05:14:10,AGT0000729
AGT0000730,EMP00121,DIGITAL,VND0000004,2024-03-29 14:20:56,AGT0000730
AGT0000731,EMP00341,T1,VND0000011,2024-08-13 14:29:10,AGT0000731
AGT0000732,EMP00028,T1,VND0000012,2025-01-13 08:11:29,AGT0000732
AGT0000733,EMP01070,FIELD,VND0000009,2025-02-21 00:34:58,AGT0000733
AGT0000734,EMP01010,DIGITAL,VND0000013,2024-05-26 02:34:11,AGT0000734
AGT0000735,EMP00224,DIGITAL,VND0000011,2024-03-26 20:03:10,AGT0000518
AGT0000736,EMP00982,FIELD,VND0000014,2024-04-29 05:48:36,AGT0000736
AGT0000737,EMP00789,T1,VND0000010,2025-07-11 06:58:08,AGT0000737
AGT0000738,EMP00963,T2,VND0000006,2024-10-05 00:25:43,AGT0000738
AGT0000739,EMP00522,DIGITAL,VND0000003,2025-02-07 19:31:45,AGT0000739
AGT0000740,EMP01046,FIELD,VND0000003,2024-08-03 18:28:27,AGT0000740
AGT0000741,EMP00741,DIGITAL,VND0000006,2025-04-20 18:16:36,AGT0000298
AGT0000742,EMP01021,DIGITAL,VND0000014,2024-05-17 09:42:12,AGT0000742
AGT0000743,EMP01011,T3,VND0000013,2024-04-17 23:21:26,AGT0000743
AGT0000744,EMP00290,T3,VND0000009,2024-12-15 17:15:20,AGT0000744
AGT0000745,EMP00899,T2,VND0000001,2024-02-25 14:38:46,AGT0000745
AGT0000746,EMP00300,T3,VND0000008,2024-07-20 12:04:40,AGT0000746
AGT0000747,EMP00389,T1,VND0000015,2025-08-14 05:47:05,AGT0000814
AGT0000748,EMP00538,T3,VND0000003,2025-08-16 19:26:21,AGT0000497
AGT0000749,EMP00270,FIELD,VND0000006,2024-05-23 09:10:17,AGT0000749
AGT0000750,EMP00948,T3,VND0000012,2024-09-25 20:01:37,AGT0000750
AGT0000751,EMP00317,T3,VND0000007,2025-03-18 02:03:16,AGT0000751
AGT0000752,EMP01062,T1,VND0000006,2024-02-07 15:00:19,AGT0000752
AGT0000753,EMP00078,T1,VND0000004,2025-05-26 18:23:32,AGT0000753
AGT0000754,EMP00701,T1,VND0000005,2025-09-24 15:53:43,AGT0000876
AGT0000755,EMP00764,FIELD,VND0000008,2024-03-25 23:44:32,AGT0000755
AGT0000756,EMP00735,T1,VND0000014,2025-07-19 11:42:30,AGT0000601
AGT0000757,EMP00977,FIELD,VND0000007,2024-10-30 08:37:55,AGT0000109
AGT0000758,EMP00296,FIELD,VND0000004,2024-05-11 21:58:15,AGT0000758
AGT0000759,EMP00182,T2,VND0000004,2024-03-21 06:03:55,AGT0000759
AGT0000760,EMP00891,T2,VND0000002,2025-07-22 12:49:56,AGT0000934
AGT0000761,EMP00383,T3,VND0000009,2024-03-13 04:46:53,AGT0000761
AGT0000762,EMP00357,T3,VND0000014,2024-12-29 04:15:48,AGT0000762
AGT0000763,EMP00378,T2,VND0000001,2024-08-29 04:11:59,AGT0000607
AGT0000764,EMP00955,T3,VND0000007,2024-04-28 08:40:54,AGT0000573
AGT0000765,EMP00801,FIELD,VND0000006,2025-05-04 20:56:50,AGT0000938
AGT0000766,EMP01025,T1,VND0000012,2024-02-14 16:29:47,AGT0000766
AGT0000767,EMP00131,FIELD,VND0000015,2024-08-16 01:49:18,AGT0000767
AGT0000768,EMP00222,FIELD,VND0000007,2024-09-16 13:37:39,AGT0000768
AGT0000769,EMP01011,T2,VND0000004,2024-10-15 07:10:57,AGT0000743
AGT0000770,EMP00778,T1,VND0000009,2025-09-25 23:01:34,AGT0000770
AGT0000771,EMP00843,T3,VND0000013,2025-01-01 22:09:31,AGT0000409
AGT0000772,EMP00687,DIGITAL,VND0000015,2024-08-07 19:58:56,AGT0000772
AGT0000773,EMP00784,FIELD,VND0000008,2024-12-01 08:21:09,AGT0000493
AGT0000774,EMP00825,T3,VND0000015,2024-05-01 16:31:58,AGT0000774
AGT0000775,EMP00522,T3,VND0000014,2025-04-04 20:24:36,AGT0000739
AGT0000776,EMP00464,T1,VND0000007,2025-03-06 12:29:38,AGT0000776
AGT0000777,EMP00383,DIGITAL,VND0000006,2025-04-01 00:06:36,AGT0000761
AGT0000778,EMP00980,T2,VND0000012,2025-11-11 13:09:52,AGT0000445
AGT0000779,EMP00147,T3,VND0000005,2025-11-03 02:29:06,AGT0000920
AGT0000780,EMP00803,FIELD,VND0000015,2024-06-24 00:28:45,AGT0000780
AGT0000781,EMP00146,DIGITAL,VND0000010,2024-12-13 01:27:50,AGT0000400
AGT0000782,EMP00223,FIELD,VND0000008,2024-08-22 21:00:55,AGT0000782
AGT0000783,EMP00965,T3,VND0000004,2024-09-19 17:48:45,AGT0000783
AGT0000784,EMP00031,T2,VND0000013,2024-05-04 10:25:44,AGT0000784
AGT0000785,EMP00802,FIELD,VND0000002,2024-06-11 16:25:07,AGT0000785
AGT0000786,EMP00763,DIGITAL,VND0000009,2024-12-08 11:20:41,AGT0000786
AGT0000787,EMP00154,T1,VND0000006,2025-09-27 15:49:41,AGT0000230
AGT0000788,EMP00341,FIELD,VND0000007,2024-10-01 00:27:49,AGT0000731
AGT0000789,EMP00007,FIELD,VND0000015,2025-10-28 20:55:50,AGT0001000
AGT0000790,EMP00159,T1,VND0000013,2024-07-28 18:51:09,AGT0000790
AGT0000791,EMP00621,T1,VND0000003,2025-08-29 21:18:55,AGT0000620
AGT0000792,EMP00575,DIGITAL,VND0000012,2025-07-22 02:33:38,AGT0000300
AGT0000793,EMP00680,DIGITAL,VND0000015,2024-04-28 11:09:31,AGT0000793
AGT0000794,EMP00643,T1,VND0000013,2024-08-10 10:48:57,AGT0000794
AGT0000795,EMP00657,T1,VND0000012,2025-06-24 03:18:30,AGT0000016
AGT0000796,EMP00879,FIELD,VND0000005,2025-06-26 15:04:27,AGT0000796
AGT0000797,EMP00867,T3,VND0000009,2025-07-05 00:52:14,AGT0000326
AGT0000798,EMP00536,T3,VND0000012,2025-11-19 07:15:29,AGT0000119
AGT0000799,EMP00877,T2,VND0000014,2024-04-28 04:31:12,AGT0000799
AGT0000800,EMP00970,T1,VND0000005,2024-06-23 16:13:45,AGT0000237
AGT0000801,EMP00468,T1,VND0000007,2025-01-11 18:08:37,AGT0000512
AGT0000802,EMP00594,FIELD,VND0000014,2025-09-27 06:54:35,AGT0000802
AGT0000803,EMP00541,DIGITAL,VND0000007,2024-01-11 10:16:22,AGT0000803
AGT0000804,EMP00872,T3,VND0000010,2025-01-27 02:00:12,AGT0000804
AGT0000805,EMP00092,FIELD,VND0000010,2025-03-27 21:18:00,AGT0000479
AGT0000806,EMP00496,FIELD,VND0000009,2024-09-21 07:20:20,AGT0000806
AGT0000807,EMP00409,T1,VND0000001,2024-05-23 03:35:17,AGT0000807
AGT0000808,EMP00918,FIELD,VND0000006,2024-11-13 11:50:20,AGT0000832
AGT0000809,EMP00873,T3,VND0000014,2025-11-11 07:56:10,AGT0000424
AGT0000810,EMP00666,T1,VND0000009,2025-08-26 03:07:57,AGT0000655
AGT0000811,EMP00823,FIELD,VND0000003,2025-04-27 22:20:52,AGT0000811
AGT0000812,EMP00202,T3,VND0000004,2025-01-03 13:07:56,AGT0000812
AGT0000813,EMP00644,DIGITAL,VND0000009,2025-01-22 16:34:15,AGT0000064
AGT0000814,EMP00389,FIELD,VND0000004,2025-04-17 02:31:35,AGT0000814
AGT0000815,EMP00650,T3,VND0000001,2025-07-19 00:55:50,AGT0000815
AGT0000816,EMP01000,T2,VND0000009,2025-09-13 15:56:28,AGT0000256
AGT0000817,EMP00187,DIGITAL,VND0000003,2025-09-26 12:41:04,AGT0000435
AGT0000818,EMP00751,T1,VND0000008,2024-01-15 05:22:02,AGT0000818
AGT0000819,EMP00076,T1,VND0000015,2025-08-20 16:40:55,AGT0000819
AGT0000820,EMP00335,T2,VND0000006,2024-03-13 19:56:20,AGT0000820
AGT0000821,EMP00867,T1,VND0000007,2025-10-21 15:13:45,AGT0000326
AGT0000822,EMP00841,T2,VND0000003,2025-11-14 20:36:48,AGT0000822
AGT0000823,EMP00630,DIGITAL,VND0000010,2024-08-05 16:16:08,AGT0000823
AGT0000824,EMP00804,T2,VND0000005,2024-05-12 07:27:42,AGT0000455
AGT0000825,EMP00455,T3,VND0000006,2025-08-10 04:31:31,AGT0000825
AGT0000826,EMP01025,T3,VND0000012,2024-10-21 14:27:20,AGT0000766
AGT0000827,EMP00176,T2,VND0000009,2024-01-18 17:30:17,AGT0000827
AGT0000828,EMP00347,T2,VND0000004,2025-01-15 01:47:39,AGT0000828
AGT0000829,EMP01065,T2,VND0000010,2025-01-11 18:47:54,AGT0000829
AGT0000830,EMP00089,DIGITAL,VND0000007,2025-06-04 23:33:42,AGT0000309
AGT0000831,EMP00757,T3,VND0000006,2025-09-24 19:51:35,AGT0000395
AGT0000832,EMP00918,DIGITAL,VND0000002,2024-02-13 16:48:44,AGT0000832
AGT0000833,EMP00824,DIGITAL,VND0000007,2025-02-15 04:14:57,AGT0000833
AGT0000834,EMP00500,DIGITAL,VND0000008,2024-08-18 16:39:15,AGT0000834
AGT0000835,EMP00985,DIGITAL,VND0000004,2025-05-09 12:48:17,AGT0000835
AGT0000836,EMP00967,T3,VND0000001,2025-04-20 00:27:42,AGT0000836
AGT0000837,EMP01063,T1,VND0000002,2025-03-03 10:47:50,AGT0000837
AGT0000838,EMP00485,FIELD,VND0000004,2024-01-27 04:23:42,AGT0000838
AGT0000839,EMP00122,T2,VND0000006,2024-04-26 19:38:29,AGT0000839
AGT0000840,EMP00596,T2,VND0000013,2025-07-13 05:05:37,AGT0000882
AGT0000841,EMP00923,DIGITAL,VND0000015,2024-05-25 09:48:53,AGT0000841
AGT0000842,EMP01077,T1,VND0000010,2025-10-21 04:23:02,AGT0000842
AGT0000843,EMP00194,FIELD,VND0000004,2025-07-24 04:51:34,AGT0000173
AGT0000844,EMP00607,T1,VND0000015,2025-05-29 04:25:25,AGT0000844
AGT0000845,EMP00959,T3,VND0000009,2025-01-04 23:42:43,AGT0000953
AGT0000846,EMP00822,T2,VND0000012,2024-01-27 09:59:54,AGT0000846
AGT0000847,EMP00046,T1,VND0000005,2025-06-30 23:47:05,AGT0000875
AGT0000848,EMP00199,T2,VND0000009,2025-06-10 01:46:45,AGT0000848
AGT0000849,EMP00452,T1,VND0000007,2024-08-05 04:50:21,AGT0000849
AGT0000850,EMP01085,FIELD,VND0000009,2024-09-19 21:46:29,AGT0000850
AGT0000851,EMP00873,T1,VND0000014,2024-07-01 23:27:03,AGT0000424
AGT0000852,EMP00286,FIELD,VND0000004,2024-12-14 09:20:48,AGT0000332
AGT0000853,EMP00965,T2,VND0000006,2025-09-09 09:29:24,AGT0000783
AGT0000854,EMP00069,FIELD,VND0000013,2025-11-03 11:19:51,AGT0000854
AGT0000855,EMP00443,T3,VND0000002,2025-02-28 11:59:55,AGT0000855
AGT0000856,EMP00043,FIELD,VND0000010,2025-04-06 18:19:17,AGT0000856
AGT0000857,EMP00844,DIGITAL,VND0000005,2024-10-31 09:13:07,AGT0000857
AGT0000858,EMP00597,FIELD,VND0000013,2024-09-10 01:20:56,AGT0000858
AGT0000859,EMP00736,T1,VND0000009,2024-08-15 05:50:26,AGT0000859
AGT0000860,EMP01091,FIELD,VND0000003,2024-02-10 15:52:27,AGT0000860
AGT0000861,EMP00718,T2,VND0000015,2024-02-27 22:58:47,AGT0000861
AGT0000862,EMP00053,T3,VND0000005,2024-06-23 23:33:05,AGT0000862
AGT0000863,EMP00386,FIELD,VND0000012,2025-03-14 13:57:16,AGT0000863
AGT0000864,EMP00269,T2,VND0000011,2024-07-02 17:36:24,AGT0000864
AGT0000865,EMP00531,DIGITAL,VND0000009,2025-07-31 16:07:04,AGT0000865
AGT0000866,EMP00928,FIELD,VND0000007,2025-02-11 23:42:29,AGT0000866
AGT0000867,EMP01064,T3,VND0000014,2025-07-26 23:49:13,AGT0000867
AGT0000868,EMP00656,DIGITAL,VND0000015,2024-12-27 19:43:51,AGT0000868
AGT0000869,EMP00020,FIELD,VND0000009,2025-07-06 06:16:55,AGT0000248
AGT0000870,EMP00712,FIELD,VND0000002,2025-01-05 10:51:46,AGT0000870
AGT0000871,EMP01096,T2,VND0000002,2024-01-24 19:48:25,AGT0000871
AGT0000872,EMP00981,T3,VND0000010,2025-10-28 00:04:17,AGT0000985
AGT0000873,EMP00218,T1,VND0000011,2025-11-12 05:39:09,AGT0000099
AGT0000874,EMP00570,DIGITAL,VND0000003,2024-01-18 16:11:24,AGT0000874
AGT0000875,EMP00046,FIELD,VND0000006,2024-05-11 20:04:21,AGT0000875
AGT0000876,EMP00701,T1,VND0000015,2024-10-16 11:26:44,AGT0000876
AGT0000877,EMP00440,T2,VND0000012,2024-10-19 13:51:17,AGT0000877
AGT0000878,EMP01017,FIELD,VND0000014,2025-04-11 03:47:16,AGT0000878
AGT0000879,EMP00035,FIELD,VND0000004,2024-07-05 14:04:22,AGT0000879
AGT0000880,EMP00580,T1,VND0000010,2024-07-12 12:28:37,AGT0000191
AGT0000881,EMP00025,T3,VND0000013,2025-03-08 10:13:55,AGT0000881
AGT0000882,EMP00596,T2,VND0000006,2024-06-25 00:25:17,AGT0000882
AGT0000883,EMP00691,DIGITAL,VND0000012,2025-07-29 09:46:01,AGT0000883
AGT0000884,EMP00615,FIELD,VND0000003,2024-03-20 13:42:36,AGT0000884
AGT0000885,EMP00211,FIELD,VND0000012,2025-06-06 04:55:37,AGT0000885
AGT0000886,EMP00350,DIGITAL,VND0000010,2024-06-10 03:38:55,AGT0000886
AGT0000887,EMP01060,FIELD,VND0000002,2024-06-24 15:49:48,AGT0000464
AGT0000888,EMP00519,T2,VND0000013,2025-04-04 18:23:04,AGT0000162
AGT0000889,EMP00209,DIGITAL,VND0000009,2025-04-05 21:19:52,AGT0000246
AGT0000890,EMP01043,T3,VND0000003,2024-12-12 20:55:11,AGT0000890
AGT0000891,EMP00322,T2,VND0000006,2025-07-25 12:29:07,AGT0000370
AGT0000892,EMP00092,T1,VND0000003,2025-03-13 07:31:11,AGT0000479
AGT0000893,EMP00857,FIELD,VND0000007,2024-05-20 15:39:39,AGT0000893
AGT0000894,EMP00045,T1,VND0000006,2024-08-06 22:32:44,AGT0000072
AGT0000895,EMP00298,DIGITAL,VND0000005,2024-02-29 17:48:21,AGT0000895
AGT0000896,EMP01019,T3,VND0000006,2024-07-22 06:19:06,AGT0000896
AGT0000897,EMP00989,T1,VND0000004,2024-02-17 17:01:28,AGT0000897
AGT0000898,EMP00001,T3,VND0000012,2024-04-18 08:10:43,AGT0000898
AGT0000899,EMP00805,DIGITAL,VND0000003,2025-06-07 21:23:36,AGT0000373
AGT0000900,EMP01074,DIGITAL,VND0000013,2025-03-14 09:59:44,AGT0000626
AGT0000901,EMP00942,T1,VND0000007,2025-08-20 15:34:40,AGT0000396
AGT0000902,EMP00947,T2,VND0000002,2025-07-01 03:00:12,AGT0000902
AGT0000903,EMP00039,DIGITAL,VND0000001,2024-02-24 14:01:26,AGT0000903
AGT0000904,EMP00998,FIELD,VND0000002,2025-04-04 20:45:33,AGT0000904
AGT0000905,EMP00292,T1,VND0000015,2024-03-18 14:33:52,AGT0000905
AGT0000906,EMP00674,T2,VND0000006,2025-11-19 18:29:26,AGT0000012
AGT0000907,EMP00288,T2,VND0000003,2024-11-04 10:40:24,AGT0000943
AGT0000908,EMP01061,T1,VND0000001,2025-02-19 01:57:48,AGT0000695
AGT0000909,EMP00119,DIGITAL,VND0000009,2025-11-25 10:16:32,AGT0000359
AGT0000910,EMP00431,FIELD,VND0000010,2025-01-13 10:51:25,AGT0000910
AGT0000911,EMP00410,T1,VND0000015,2025-01-18 13:31:14,AGT0000911
AGT0000912,EMP00305,T3,VND0000010,2025-01-10 01:01:37,AGT0000912
AGT0000913,EMP00694,T3,VND0000003,2024-03-13 03:42:08,AGT0000913
AGT0000914,EMP00177,DIGITAL,VND0000015,2025-01-31 19:58:48,AGT0000914
AGT0000915,EMP00419,FIELD,VND0000007,2024-11-05 02:52:36,AGT0000060
AGT0000916,EMP01015,T3,VND0000012,2024-10-12 06:43:54,AGT0000995
AGT0000917,EMP00467,DIGITAL,VND0000004,2025-03-22 13:26:27,AGT0000917
AGT0000918,EMP00788,T1,VND0000010,2025-07-03 21:48:32,AGT0000919
AGT0000919,EMP00788,T1,VND0000007,2024-07-27 02:58:41,AGT0000919
AGT0000920,EMP00147,T3,VND0000002,2024-10-11 02:07:37,AGT0000920
AGT0000921,EMP00874,FIELD,VND0000002,2024-02-27 19:19:18,AGT0000921
AGT0000922,EMP00175,T1,VND0000010,2024-02-12 18:35:06,AGT0000922
AGT0000923,EMP00859,T2,VND0000003,2024-01-19 08:30:28,AGT0000923
AGT0000924,EMP00282,T1,VND0000001,2024-01-06 16:22:18,AGT0000924
AGT0000925,EMP00326,DIGITAL,VND0000001,2024-12-24 15:31:46,AGT0000925
AGT0000926,EMP00569,DIGITAL,VND0000012,2024-10-31 10:01:18,AGT0000432
AGT0000927,EMP00871,T3,VND0000013,2024-03-08 20:11:09,AGT0000927
AGT0000928,EMP00266,T2,VND0000005,2025-08-03 21:58:52,AGT0000928
AGT0000929,EMP00088,FIELD,VND0000001,2024-01-08 11:50:10,AGT0000929
AGT0000930,EMP00266,T3,VND0000009,2025-10-20 16:51:04,AGT0000928
AGT0000931,EMP00059,FIELD,VND0000010,2024-06-16 13:01:14,AGT0000931
AGT0000932,EMP01074,T1,VND0000008,2025-08-13 03:51:58,AGT0000626
AGT0000933,EMP00397,DIGITAL,VND0000007,2024-10-11 08:58:46,AGT0000661
AGT0000934,EMP00891,FIELD,VND0000014,2024-01-22 08:30:12,AGT0000934
AGT0000935,EMP00525,T3,VND0000015,2025-07-14 07:09:41,AGT0000969
AGT0000936,EMP00267,T3,VND0000008,2025-02-18 00:24:29,AGT0000936
AGT0000937,EMP00470,FIELD,VND0000011,2025-04-27 16:49:49,AGT0000937
AGT0000938,EMP00801,FIELD,VND0000005,2024-03-02 22:07:22,AGT0000938
AGT0000939,EMP00279,T3,VND0000012,2024-09-08 06:28:53,AGT0000939
AGT0000940,EMP00265,FIELD,VND0000007,2025-04-05 23:04:16,AGT0000940
AGT0000941,EMP00189,FIELD,VND0000004,2024-12-11 15:32:07,AGT0000582
AGT0000942,EMP00212,FIELD,VND0000010,2024-03-16 09:33:51,AGT0000942
AGT0000943,EMP00288,DIGITAL,VND0000006,2024-02-05 06:28:08,AGT0000943
AGT0000944,EMP00478,T2,VND0000002,2025-03-28 00:49:56,AGT0000944
AGT0000945,EMP00638,T3,VND0000004,2024-03-03 01:28:20,AGT0000945
AGT0000946,EMP01011,T3,VND0000010,2025-08-17 21:28:14,AGT0000743
AGT0000947,EMP01001,T3,VND0000003,2025-02-02 14:52:20,AGT0000267
AGT0000948,EMP01002,T2,VND0000001,2025-04-20 02:10:06,AGT0000524
AGT0000949,EMP00273,T3,VND0000013,2024-07-06 19:31:02,AGT0000949
AGT0000950,EMP00917,DIGITAL,VND0000014,2025-01-10 00:47:29,AGT0000180
AGT0000951,EMP00366,DIGITAL,VND0000010,2025-05-10 04:54:31,AGT0000951
AGT0000952,EMP00327,FIELD,VND0000002,2025-09-03 03:33:37,AGT0000104
AGT0000953,EMP00959,T2,VND0000008,2024-07-28 20:36:08,AGT0000953
AGT0000954,EMP00945,T3,VND0000001,2025-03-11 01:01:32,AGT0000229
AGT0000955,EMP00849,T3,VND0000001,2024-10-04 22:26:02,AGT0000955
AGT0000956,EMP00840,T3,VND0000008,2025-01-10 19:11:38,AGT0000956
AGT0000957,EMP00757,T2,VND0000013,2025-08-03 17:45:41,AGT0000395
AGT0000958,EMP00325,T2,VND0000003,2024-09-20 15:28:42,AGT0000958
AGT0000959,EMP00088,T1,VND0000002,2025-03-28 23:05:31,AGT0000929
AGT0000960,EMP00504,DIGITAL,VND0000004,2025-09-29 21:18:37,AGT0000960
AGT0000961,EMP00910,T2,VND0000001,2025-01-09 09:24:37,AGT0000961
AGT0000962,EMP00808,T3,VND0000007,2024-10-30 07:31:47,AGT0000709
AGT0000963,EMP00253,DIGITAL,VND0000007,2025-04-10 12:03:51,AGT0000963
AGT0000964,EMP01022,T1,VND0000012,2024-03-09 11:53:01,AGT0000964
AGT0000965,EMP00338,DIGITAL,VND0000007,2025-09-21 18:06:51,AGT0000965
AGT0000966,EMP00210,DIGITAL,VND0000006,2025-07-19 07:38:04,AGT0000966
AGT0000967,EMP00577,T3,VND0000012,2024-05-05 12:43:24,AGT0000967
AGT0000968,EMP00585,FIELD,VND0000001,2024-05-20 05:13:15,AGT0000968
